,Round Name,Battle ID,Team 1 ID,Team 2 ID,Team 1 Team Name,Team 1 front1 Gotchi Special ID,Team 1 front2 Gotchi Special ID,Team 1 front3 Gotchi Special ID,Team 1 front4 Gotchi Special ID,Team 1 front5 Gotchi Special ID,Team 1 back1 Gotchi Special ID,Team 1 back2 Gotchi Special ID,Team 1 back3 Gotchi Special ID,Team 1 back4 Gotchi Special ID,Team 1 back5 Gotchi Special ID,Team 1 leader Gotchi Special ID,Team 1 sub1 Gotchi Special ID,Team 1 sub2 Gotchi Special ID,Team 2 Team Name,Team 2 front1 Gotchi Special ID,Team 2 front2 Gotchi Special ID,Team 2 front3 Gotchi Special ID,Team 2 front4 Gotchi Special ID,Team 2 front5 Gotchi Special ID,Team 2 back1 Gotchi Special ID,Team 2 back2 Gotchi Special ID,Team 2 back3 Gotchi Special ID,Team 2 back4 Gotchi Special ID,Team 2 back5 Gotchi Special ID,Team 2 leader Gotchi Special ID,Team 2 sub1 Gotchi Special ID,Team 2 sub2 Gotchi Special ID
17,Round 5,a01c0c9f-3363-44d7-b102-f5eb989c974f,181238,181311,Will Smith,7,,4,,8,,8,,6,,4,,,Macaroon,,,6,,,4,6,,5,1,6,,
18,Round 5,a350fccb-d6c2-4225-b13a-2edefb1d3bdd,178976,178202,RUN01,,,2,,,7,7,,7,7,7,,,Fette Bullette,,,6,,,3,3,,4,3,6,,
19,Round 5,a79b4066-9c96-4f12-8413-cc92dea1580b,180179,175420,TeamTeamTeam,,8,,8,,5,,6,,3,5,,,Aavesome,,,3,,,1,7,,4,1,4,,
20,Round 5,b2b5d7bb-f54f-4273-99e8-0f79a68ec042,180272,182053,Portal Mages,,6,,7,,7,,6,,7,6,,,RUN02,6,,2,,2,,6,,1,,6,,
21,Round 5,b9f37dd6-4208-4ed3-a728-62abac43d2aa,180172,177989,Magical Pow,,,4,,,7,2,,7,7,7,,,Hanhuijun Kai,,,4,,,3,5,,6,7,3,,
22,Round 5,bece091e-2199-42fe-8cbb-889a7f9d12da,182413,169763,Ogi Maxi,6,,6,,7,,4,,1,,6,,,Marins d'eau douce,,8,,8,,7,,7,,7,7,,
23,Round 5,c8978404-9999-4406-9c1b-2aa2a45757cc,178052,181301,ASKALS,,4,,1,,4,,6,,1,6,,,YFI,,3,,5,,3,,1,,7,3,,
24,Round 5,cf7f0f6d-a9bd-4a6d-843d-7391e40acb0c,182140,173575,One More Time,,7,,6,,3,,7,,7,7,,,Virginie's Victory V,8,,2,,4,,1,,1,,4,,
25,Round 5,d2acc73e-acdb-4242-a99b-599b457d9bed,178608,172921,Kuwl's Ghouls,,6,,6,,7,,4,,5,6,,,Hobbes Crew,,2,,3,,7,,6,,1,6,,
26,Round 5,d41e0f19-f4eb-420c-9852-b674224d9a51,181170,181895,wha,,,4,,,7,7,,4,7,4,,,Trolaso,,,4,,,8,8,,8,6,8,,
27,Round 5,dd04fd93-d36d-48ac-9e77-2a7b545a8d5a,181156,181359,Snowfro,6,,6,,6,,7,,5,,6,,,Buffalo DeGotchi 2,,2,,2,,8,,6,,5,6,,
28,Round 5,dd11ab82-3edb-47e4-8175-d6ac09b6c7ce,177771,171465,aavegotch1-normie,6,,6,,7,,1,,5,,6,,,SUMMONER,,2,,1,,7,,3,,5,1,,
29,Round 5,e22ef51d-c0b7-4f4d-b9c8-d70202a4fa90,177770,181438,aavegotch1,2,,6,,6,,8,,5,,6,,,lotte,7,,3,,4,,1,,1,,3,,
30,Round 5,f17f0b97-619c-43e1-964f-1153bb797c8e,181710,178415,samie 01,,7,,7,,7,,7,,6,7,,,Flex in Flexible,6,,2,,6,,1,,5,,6,,
31,Round 5,f3ff2cf9-a226-41fb-b9bc-a75af31b4d48,181210,181320,boomerati,5,,7,,5,,3,,3,,3,,,godzilla,8,,8,,3,,6,,2,,8,,
